"Labor Force Data by County, 2014 Annual Averages",,,,,,,,,
,,,,,,,,,
,State,County,,,,,,,Unemploy-
CN0806900000000,08,069,"Larimer County, CO",2014,,"177,950     ","170,378     ","7,572     ",4.3     
CN0807100000000,08,071,"Las Animas County, CO",2014,,"6,456     ","5,970     ",486     ,7.5     
CN0807300000000,08,073,"Lincoln County, CO",2014,,"2,144     ","2,057     ",87     ,4.1     
CN0807500000000,08,075,"Logan County, CO",2014,,"11,050     ","10,631     ",419     ,3.8     
CN0807700000000,08,077,"Mesa County, CO",2014,,"73,543     ","68,989     ","4,554     ",6.2     
CN0807900000000,08,079,"Mineral County, CO",2014,,426     ,405     ,21     ,4.9     
CN0808100000000,08,081,"Moffat County, CO",2014,,"7,341     ","6,919     ",422     ,5.7     
CN0808300000000,08,083,"Montezuma County, CO",2014,,"12,716     ","11,944     ",772     ,6.1     
CN0808500000000,08,085,"Montrose County, CO",2014,,"19,362     ","18,049     ","1,313     ",6.8     
CN0808700000000,08,087,"Morgan County, CO",2014,,"14,878     ","14,196     ",682     ,4.6     
CN0808900000000,08,089,"Otero County, CO",2014,,"8,008     ","7,397     ",611     ,7.6     
CN0809100000000,08,091,"Ouray County, CO",2014,,"2,143     ","2,021     ",122     ,5.7     
CN0809300000000,08,093,"Park County, CO",2014,,"9,401     ","8,969     ",432     ,4.6     
CN0809500000000,08,095,"Phillips County, CO",2014,,"2,263     ","2,189     ",74     ,3.3     
CN0809700000000,08,097,"Pitkin County, CO",2014,,"11,077     ","10,539     ",538     ,4.9     
CN0809900000000,08,099,"Prowers County, CO",2014,,"5,755     ","5,485     ",270     ,4.7     
CN0810100000000,08,101,"Pueblo County, CO",2014,,"72,658     ","67,352     ","5,306     ",7.3     
CN0810300000000,08,103,"Rio Blanco County, CO",2014,,"2,954     ","2,779     ",175     ,5.9     
CN0810500000000,08,105,"Rio Grande County, CO",2014,,"4,843     ","4,398     ",445     ,9.2     
CN0810700000000,08,107,"Routt County, CO",2014,,"14,454     ","13,853     ",601     ,4.2     
CN0810900000000,08,109,"Saguache County, CO",2014,,"3,020     ","2,756     ",264     ,8.7     
CN0811100000000,08,111,"San Juan County, CO",2014,,477     ,452     ,25     ,5.2     
CN0811300000000,08,113,"San Miguel County, CO",2014,,"4,944     ","4,711     ",233     ,4.7     
CN0811500000000,08,115,"Sedgwick County, CO",2014,,"1,091     ","1,041     ",50     ,4.6     
CN0811700000000,08,117,"Summit County, CO",2014,,"20,175     ","19,496     ",679     ,3.4     
CN0811900000000,08,119,"Teller County, CO",2014,,"11,637     ","10,957     ",680     ,5.8     
CN0812100000000,08,121,"Washington County, CO",2014,,"2,659     ","2,575     ",84     ,3.2     
CN0812300000000,08,123,"Weld County, CO",2014,,"146,108     ","139,584     ","6,524     ",4.5     
CN0812500000000,08,125,"Yuma County, CO",2014,,"4,982     ","4,817     ",165     ,3.3     
CN0900100000000,09,001,"Fairfield County, CT",2014,,"476,881     ","447,374     ","29,507     ",6.2     
CN0900300000000,09,003,"Hartford County, CT",2014,,"472,559     ","440,174     ","32,385     ",6.9     
CN0900500000000,09,005,"Litchfield County, CT",2014,,"105,388     ","99,133     ","6,255     ",5.9     
CN0900700000000,09,007,"Middlesex County, CT",2014,,"91,893     ","86,731     ","5,162     ",5.6     
CN0900900000000,09,009,"New Haven County, CT",2014,,"455,516     ","422,618     ","32,898     ",7.2     
CN0901100000000,09,011,"New London County, CT",2014,,"137,026     ","127,770     ","9,256     ",6.8     
CN0901300000000,09,013,"Tolland County, CT",2014,,"84,298     ","79,562     ","4,736     ",5.6     
CN0901500000000,09,015,"Windham County, CT",2014,,"62,839     ","58,248     ","4,591     ",7.3     
CN1000100000000,10,001,"Kent County, DE",2014,,"75,266     ","70,445     ","4,821     ",6.4     
CN1000300000000,10,003,"New Castle County, DE",2014,,"283,509     ","267,876     ","15,633     ",5.5     
CN1000500000000,10,005,"Sussex County, DE",2014,,"94,855     ","89,386     ","5,469     ",5.8     
CN1100100000000,11,001,District of Columbia,2014,,"378,082     ","348,729     ","29,353     ",7.8     
CN1200100000000,12,001,"Alachua County, FL",2014,,"129,870     ","123,092     ","6,778     ",5.2     
CN1200300000000,12,003,"Baker County, FL",2014,,"11,235     ","10,516     ",719     ,6.4     
CN1200500000000,12,005,"Bay County, FL",2014,,"87,776     ","82,206     ","5,570     ",6.3     
CN1200700000000,12,007,"Bradford County, FL",2014,,"10,777     ","10,170     ",607     ,5.6     
CN1200900000000,12,009,"Brevard County, FL",2014,,"258,556     ","240,490     ","18,066     ",7.0     
CN1201100000000,12,011,"Broward County, FL",2014,,"989,699     ","930,962     ","58,737     ",5.9     
CN1201300000000,12,013,"Calhoun County, FL",2014,,"4,957     ","4,613     ",344     ,6.9     
CN1201500000000,12,015,"Charlotte County, FL",2014,,"67,041     ","62,443     ","4,598     ",6.9     
CN1201700000000,12,017,"Citrus County, FL",2014,,"48,350     ","44,212     ","4,138     ",8.6     
CN1201900000000,12,019,"Clay County, FL",2014,,"98,058     ","92,411     ","5,647     ",5.8     
CN1202100000000,12,021,"Collier County, FL",2014,,"160,462     ","150,870     ","9,592     ",6.0     
CN1202300000000,12,023,"Columbia County, FL",2014,,"28,420     ","26,540     ","1,880     ",6.6     
CN1202700000000,12,027,"DeSoto County, FL",2014,,"13,200     ","12,258     ",942     ,7.1     
CN1202900000000,12,029,"Dixie County, FL",2014,,"5,570     ","5,157     ",413     ,7.4     
CN1203100000000,12,031,"Duval County, FL",2014,,"461,159     ","430,089     ","31,070     ",6.7     
CN1203300000000,12,033,"Escambia County, FL",2014,,"139,707     ","130,687     ","9,020     ",6.5     
CN1203500000000,12,035,"Flagler County, FL",2014,,"43,328     ","40,143     ","3,185     ",7.4     
CN1203700000000,12,037,"Franklin County, FL",2014,,"4,957     ","4,678     ",279     ,5.6     
CN1203900000000,12,039,"Gadsden County, FL",2014,,"18,856     ","17,304     ","1,552     ",8.2     
CN1204100000000,12,041,"Gilchrist County, FL",2014,,"6,571     ","6,130     ",441     ,6.7     
CN1204300000000,12,043,"Glades County, FL",2014,,"4,933     ","4,554     ",379     ,7.7     
CN1204500000000,12,045,"Gulf County, FL",2014,,"6,139     ","5,766     ",373     ,6.1     
CN1204700000000,12,047,"Hamilton County, FL",2014,,"4,618     ","4,266     ",352     ,7.6     
CN1204900000000,12,049,"Hardee County, FL",2014,,"10,368     ","9,572     ",796     ,7.7     
CN1205100000000,12,051,"Hendry County, FL",2014,,"15,870     ","14,067     ","1,803     ",11.4     
CN1205300000000,12,053,"Hernando County, FL",2014,,"66,401     ","61,141     ","5,260     ",7.9     
CN1205500000000,12,055,"Highlands County, FL",2014,,"35,922     ","32,899     ","3,023     ",8.4     
CN1205700000000,12,057,"Hillsborough County, FL",2014,,"684,680     ","644,900     ","39,780     ",5.8     
CN1205900000000,12,059,"Holmes County, FL",2014,,"6,878     ","6,398     ",480     ,7.0     
CN1206100000000,12,061,"Indian River County, FL",2014,,"61,910     ","57,012     ","4,898     ",7.9     
CN1206300000000,12,063,"Jackson County, FL",2014,,"17,511     ","16,353     ","1,158     ",6.6     
CN1206500000000,12,065,"Jefferson County, FL",2014,,"5,507     ","5,146     ",361     ,6.6     
CN1206700000000,12,067,"Lafayette County, FL",2014,,"3,363     ","3,190     ",173     ,5.1     
CN1206900000000,12,069,"Lake County, FL",2014,,"138,703     ","129,813     ","8,890     ",6.4     
CN1207100000000,12,071,"Lee County, FL",2014,,"311,162     ","292,343     ","18,819     ",6.0     
CN1207300000000,12,073,"Leon County, FL",2014,,"150,251     ","141,909     ","8,342     ",5.6     
CN1207500000000,12,075,"Levy County, FL",2014,,"16,339     ","15,219     ","1,120     ",6.9     
CN1207700000000,12,077,"Liberty County, FL",2014,,"2,759     ","2,575     ",184     ,6.7     
CN1207900000000,12,079,"Madison County, FL",2014,,"7,759     ","7,203     ",556     ,7.2     
CN1208100000000,12,081,"Manatee County, FL",2014,,"160,960     ","151,724     ","9,236     ",5.7     
CN1208300000000,12,083,"Marion County, FL",2014,,"131,935     ","122,300     ","9,635     ",7.3     
CN1208500000000,12,085,"Martin County, FL",2014,,"68,861     ","64,677     ","4,184     ",6.1     
CN1208600000000,12,086,"Miami-Dade County, FL",2014,,"1,323,928     ","1,231,939     ","91,989     ",6.9     
CN1208700000000,12,087,"Monroe County, FL",2014,,"45,154     ","43,293     ","1,861     ",4.1     
CN1208900000000,12,089,"Nassau County, FL",2014,,"36,359     ","34,190     ","2,169     ",6.0     
CN1209100000000,12,091,"Okaloosa County, FL",2014,,"92,299     ","87,541     ","4,758     ",5.2     
CN1209300000000,12,093,"Okeechobee County, FL",2014,,"17,717     ","16,413     ","1,304     ",7.4     
CN1209500000000,12,095,"Orange County, FL",2014,,"678,313     ","638,579     ","39,734     ",5.9     
CN1209700000000,12,097,"Osceola County, FL",2014,,"153,050     ","142,744     ","10,306     ",6.7     
CN1209900000000,12,099,"Palm Beach County, FL",2014,,"686,600     ","646,222     ","40,378     ",5.9     
CN1210100000000,12,101,"Pasco County, FL",2014,,"213,455     ","199,165     ","14,290     ",6.7     
CN1210300000000,12,103,"Pinellas County, FL",2014,,"473,227     ","445,821     ","27,406     ",5.8     
CN1210500000000,12,105,"Polk County, FL",2014,,"279,339     ","259,174     ","20,165     ",7.2     
CN1210700000000,12,107,"Putnam County, FL",2014,,"28,575     ","26,126     ","2,449     ",8.6     
CN1210900000000,12,109,"St. Johns County, FL",2014,,"110,919     ","105,699     ","5,220     ",4.7     
CN1211100000000,12,111,"St. Lucie County, FL",2014,,"130,821     ","120,322     ","10,499     ",8.0     
CN1211300000000,12,113,"Santa Rosa County, FL",2014,,"73,352     ","69,333     ","4,019     ",5.5     
CN1211500000000,12,115,"Sarasota County, FL",2014,,"175,354     ","165,093     ","10,261     ",5.9     
CN1211700000000,12,117,"Seminole County, FL",2014,,"236,573     ","223,047     ","13,526     ",5.7     
CN1211900000000,12,119,"Sumter County, FL",2014,,"28,326     ","25,969     ","2,357     ",8.3     
CN1212100000000,12,121,"Suwannee County, FL",2014,,"17,905     ","16,771     ","1,134     ",6.3     
CN1212300000000,12,123,"Taylor County, FL",2014,,"9,408     ","8,764     ",644     ,6.8     
CN1212500000000,12,125,"Union County, FL",2014,,"4,745     ","4,461     ",284     ,6.0     
CN1212700000000,12,127,"Volusia County, FL",2014,,"238,386     ","222,103     ","16,283     ",6.8     
CN1212900000000,12,129,"Wakulla County, FL",2014,,"14,289     ","13,542     ",747     ,5.2     
CN1213100000000,12,131,"Walton County, FL",2014,,"27,510     ","26,059     ","1,451     ",5.3     
CN1213300000000,12,133,"Washington County, FL",2014,,"9,735     ","9,079     ",656     ,6.7     
CN1300100000000,13,001,"Appling County, GA",2014,,"8,666     ","7,903     ",763     ,8.8     
CN1300300000000,13,003,"Atkinson County, GA",2014,,"3,618     ","3,343     ",275     ,7.6     
CN1300500000000,13,005,"Bacon County, GA",2014,,"4,845     ","4,511     ",334     ,6.9     
CN1300700000000,13,007,"Baker County, GA",2014,,"1,116     ","1,015     ",101     ,9.1     
CN1300900000000,13,009,"Baldwin County, GA",2014,,"18,481     ","16,872     ","1,609     ",8.7     
CN1301100000000,13,011,"Banks County, GA",2014,,"8,147     ","7,612     ",535     ,6.6     
CN1301300000000,13,013,"Barrow County, GA",2014,,"35,192     ","32,987     ","2,205     ",6.3     
CN1301500000000,13,015,"Bartow County, GA",2014,,"46,613     ","43,285     ","3,328     ",7.1     
CN1301700000000,13,017,"Ben Hill County, GA",2014,,"5,597     ","5,039     ",558     ,10.0     
CN1301900000000,13,019,"Berrien County, GA",2014,,"7,238     ","6,620     ",618     ,8.5     
CN1302100000000,13,021,"Bibb County, GA",2014,,"69,029     ","63,502     ","5,527     ",8.0     
CN1302300000000,13,023,"Bleckley County, GA",2014,,"4,630     ","4,112     ",518     ,11.2     
CN1302500000000,13,025,"Brantley County, GA",2014,,"6,889     ","6,254     ",635     ,9.2     
CN1302700000000,13,027,"Brooks County, GA",2014,,"6,633     ","6,155     ",478     ,7.2     
CN1302900000000,13,029,"Bryan County, GA",2014,,"15,547     ","14,545     ","1,002     ",6.4     
CN1303100000000,13,031,"Bulloch County, GA",2014,,"34,538     ","32,019     ","2,519     ",7.3     
CN1303300000000,13,033,"Burke County, GA",2014,,"9,175     ","8,254     ",921     ,10.0     
CN1303500000000,13,035,"Butts County, GA",2014,,"10,030     ","9,278     ",752     ,7.5     
CN1303700000000,13,037,"Calhoun County, GA",2014,,"2,141     ","1,991     ",150     ,7.0     
CN1303900000000,13,039,"Camden County, GA",2014,,"21,963     ","20,517     ","1,446     ",6.6     
CN1304300000000,13,043,"Candler County, GA",2014,,"5,075     ","4,725     ",350     ,6.9     
CN1304500000000,13,045,"Carroll County, GA",2014,,"51,976     ","47,723     ","4,253     ",8.2     
CN1304700000000,13,047,"Catoosa County, GA",2014,,"31,044     ","29,142     ","1,902     ",6.1     
CN1304900000000,13,049,"Charlton County, GA",2014,,"4,805     ","4,452     ",353     ,7.3     
CN1305100000000,13,051,"Chatham County, GA",2014,,"131,733     ","122,140     ","9,593     ",7.3     
CN1305300000000,13,053,"Chattahoochee County, GA",2014,,"2,234     ","2,013     ",221     ,9.9     
CN1305500000000,13,055,"Chattooga County, GA",2014,,"10,521     ","9,719     ",802     ,7.6     
CN1305700000000,13,057,"Cherokee County, GA",2014,,"118,029     ","111,575     ","6,454     ",5.5     
CN1305900000000,13,059,"Clarke County, GA",2014,,"56,224     ","52,340     ","3,884     ",6.9     
CN1306100000000,13,061,"Clay County, GA",2014,,915     ,812     ,103     ,11.3     
CN1306300000000,13,063,"Clayton County, GA",2014,,"124,674     ","113,137     ","11,537     ",9.3     
CN1306500000000,13,065,"Clinch County, GA",2014,,"2,830     ","2,591     ",239     ,8.4     
CN1306700000000,13,067,"Cobb County, GA",2014,,"393,541     ","370,284     ","23,257     ",5.9     
CN1306900000000,13,069,"Coffee County, GA",2014,,"17,642     ","16,208     ","1,434     ",8.1     
CN1307100000000,13,071,"Colquitt County, GA",2014,,"20,087     ","18,465     ","1,622     ",8.1     
CN1307300000000,13,073,"Columbia County, GA",2014,,"66,440     ","62,595     ","3,845     ",5.8     
CN1307500000000,13,075,"Cook County, GA",2014,,"7,401     ","6,798     ",603     ,8.1     
CN1307700000000,13,077,"Coweta County, GA",2014,,"66,516     ","62,434     ","4,082     ",6.1     
CN1307900000000,13,079,"Crawford County, GA",2014,,"5,606     ","5,194     ",412     ,7.3     
CN1308100000000,13,081,"Crisp County, GA",2014,,"9,460     ","8,622     ",838     ,8.9     
CN1308300000000,13,083,"Dade County, GA",2014,,"7,888     ","7,392     ",496     ,6.3     
CN1308500000000,13,085,"Dawson County, GA",2014,,"10,800     ","10,143     ",657     ,6.1     
CN1308700000000,13,087,"Decatur County, GA",2014,,"11,376     ","10,453     ",923     ,8.1     
CN1308900000000,13,089,"DeKalb County, GA",2014,,"368,808     ","342,178     ","26,630     ",7.2     
CN1309100000000,13,091,"Dodge County, GA",2014,,"7,436     ","6,709     ",727     ,9.8     
CN1309300000000,13,093,"Dooly County, GA",2014,,"4,640     ","4,192     ",448     ,9.7     
CN1309500000000,13,095,"Dougherty County, GA",2014,,"38,658     ","35,098     ","3,560     ",9.2     
CN1309700000000,13,097,"Douglas County, GA",2014,,"67,676     ","62,687     ","4,989     ",7.4     
CN1309900000000,13,099,"Early County, GA",2014,,"4,340     ","3,956     ",384     ,8.8     
CN1310100000000,13,101,"Echols County, GA",2014,,"1,783     ","1,679     ",104     ,5.8     
CN1310300000000,13,103,"Effingham County, GA",2014,,"26,267     ","24,641     ","1,626     ",6.2     
CN1310500000000,13,105,"Elbert County, GA",2014,,"8,068     ","7,374     ",694     ,8.6     
CN1310700000000,13,107,"Emanuel County, GA",2014,,"8,582     ","7,689     ",893     ,10.4     
CN1310900000000,13,109,"Evans County, GA",2014,,"4,738     ","4,433     ",305     ,6.4     
CN1311100000000,13,111,"Fannin County, GA",2014,,"9,855     ","9,111     ",744     ,7.5     
CN1311300000000,13,113,"Fayette County, GA",2014,,"53,772     ","50,496     ","3,276     ",6.1     
CN1311500000000,13,115,"Floyd County, GA",2014,,"43,278     ","39,873     ","3,405     ",7.9     
CN1311700000000,13,117,"Forsyth County, GA",2014,,"100,388     ","95,136     ","5,252     ",5.2     
CN1311900000000,13,119,"Franklin County, GA",2014,,"9,255     ","8,502     ",753     ,8.1     
CN1312100000000,13,121,"Fulton County, GA",2014,,"509,613     ","473,655     ","35,958     ",7.1     
CN1312300000000,13,123,"Gilmer County, GA",2014,,"11,963     ","11,099     ",864     ,7.2     
CN1312500000000,13,125,"Glascock County, GA",2014,,"1,268     ","1,165     ",103     ,8.1     
CN1312700000000,13,127,"Glynn County, GA",2014,,"37,086     ","34,330     ","2,756     ",7.4     
CN1312900000000,13,129,"Gordon County, GA",2014,,"26,078     ","24,183     ","1,895     ",7.3     
CN1313100000000,13,131,"Grady County, GA",2014,,"10,456     ","9,690     ",766     ,7.3     
CN1313300000000,13,133,"Greene County, GA",2014,,"6,426     ","5,901     ",525     ,8.2     
CN1313500000000,13,135,"Gwinnett County, GA",2014,,"444,407     ","417,599     ","26,808     ",6.0     
CN1313700000000,13,137,"Habersham County, GA",2014,,"18,970     ","17,656     ","1,314     ",6.9     
CN1313900000000,13,139,"Hall County, GA",2014,,"90,082     ","84,790     ","5,292     ",5.9     
CN1314100000000,13,141,"Hancock County, GA",2014,,"2,522     ","2,228     ",294     ,11.7     
CN1314300000000,13,143,"Haralson County, GA",2014,,"11,866     ","10,936     ",930     ,7.8     
