LAUS Code,State FIPS Code,County FIPS Code,County Name/State Abbreviation,Year,,Labor Force,Employed,Unemployed,Unemployment Rate
CN2020900000000,20,209,"Wyandotte County, KS",2014,,"75,692","70,468","5,224",6.9
CN2100100000000,21,1,"Adair County, KY",2014,,"7,222","6,597",625,8.7
CN2100300000000,21,3,"Allen County, KY",2014,,"8,666","8,153",513,5.9
CN2100500000000,21,5,"Anderson County, KY",2014,,"11,426","10,830",596,5.2
CN2100700000000,21,7,"Ballard County, KY",2014,,"3,676","3,381",295,8
CN2100900000000,21,9,"Barren County, KY",2014,,"18,716","17,539","1,177",6.3
CN2101100000000,21,11,"Bath County, KY",2014,,"4,720","4,300",420,8.9
CN2101300000000,21,13,"Bell County, KY",2014,,"9,309","8,368",941,10.1
CN2101500000000,21,15,"Boone County, KY",2014,,"65,241","61,857","3,384",5.2
CN2101700000000,21,17,"Bourbon County, KY",2014,,"9,645","9,101",544,5.6
CN2101900000000,21,19,"Boyd County, KY",2014,,"19,066","17,633","1,433",7.5
CN2102100000000,21,21,"Boyle County, KY",2014,,"12,291","11,437",854,6.9
CN2102300000000,21,23,"Bracken County, KY",2014,,"3,798","3,498",300,7.9
CN2102500000000,21,25,"Breathitt County, KY",2014,,"4,179","3,701",478,11.4
CN2102700000000,21,27,"Breckinridge County, KY",2014,,"8,083","7,500",583,7.2
CN2102900000000,21,29,"Bullitt County, KY",2014,,"39,209","36,931","2,278",5.8
CN2103100000000,21,31,"Butler County, KY",2014,,"5,189","4,800",389,7.5
CN2103300000000,21,33,"Caldwell County, KY",2014,,"5,449","5,094",355,6.5
CN2103500000000,21,35,"Calloway County, KY",2014,,"18,709","17,629","1,080",5.8
CN2103700000000,21,37,"Campbell County, KY",2014,,"47,876","45,389","2,487",5.2
CN2103900000000,21,39,"Carlisle County, KY",2014,,"2,382","2,239",143,6
CN2104100000000,21,41,"Carroll County, KY",2014,,"4,868","4,520",348,7.1
CN2104300000000,21,43,"Carter County, KY",2014,,"10,482","9,356","1,126",10.7
CN2104500000000,21,45,"Casey County, KY",2014,,"6,618","6,167",451,6.8
CN2104700000000,21,47,"Christian County, KY",2014,,"25,422","23,485","1,937",7.6
CN2104900000000,21,49,"Clark County, KY",2014,,"16,974","15,934","1,040",6.1
CN2105100000000,21,51,"Clay County, KY",2014,,"5,553","4,931",622,11.2
CN2105300000000,21,53,"Clinton County, KY",2014,,"4,003","3,642",361,9
CN2105500000000,21,55,"Crittenden County, KY",2014,,"3,870","3,631",239,6.2
CN2105700000000,21,57,"Cumberland County, KY",2014,,"2,950","2,726",224,7.6
CN2105900000000,21,59,"Daviess County, KY",2014,,"45,928","43,321","2,607",5.7
CN2106100000000,21,61,"Edmonson County, KY",2014,,"4,781","4,381",400,8.4
CN2106300000000,21,63,"Elliott County, KY",2014,,"2,154","1,910",244,11.3
CN2106500000000,21,65,"Estill County, KY",2014,,"5,407","4,999",408,7.5
CN2106700000000,21,67,"Fayette County, KY",2014,,"166,977","158,967","8,010",4.8
CN2106900000000,21,69,"Fleming County, KY",2014,,"6,368","5,876",492,7.7
CN2107100000000,21,71,"Floyd County, KY",2014,,"12,402","11,126","1,276",10.3
CN2107300000000,21,73,"Franklin County, KY",2014,,"24,357","23,064","1,293",5.3
CN2107500000000,21,75,"Fulton County, KY",2014,,"2,228","2,042",186,8.3
CN2107700000000,21,77,"Gallatin County, KY",2014,,"3,862","3,592",270,7
CN2107900000000,21,79,"Garrard County, KY",2014,,"7,589","7,092",497,6.5
CN2108100000000,21,81,"Grant County, KY",2014,,"11,202","10,469",733,6.5
CN2108300000000,21,83,"Graves County, KY",2014,,"15,859","14,672","1,187",7.5
CN2108500000000,21,85,"Grayson County, KY",2014,,"10,862","9,949",913,8.4
CN2108700000000,21,87,"Green County, KY",2014,,"5,081","4,748",333,6.6
CN2108900000000,21,89,"Greenup County, KY",2014,,"14,288","13,069","1,219",8.5
CN2109100000000,21,91,"Hancock County, KY",2014,,"3,981","3,740",241,6.1
CN2109300000000,21,93,"Hardin County, KY",2014,,"46,604","43,706","2,898",6.2
CN2109500000000,21,95,"Harlan County, KY",2014,,"8,401","7,227","1,174",14
CN2109700000000,21,97,"Harrison County, KY",2014,,"8,421","7,917",504,6
CN2109900000000,21,99,"Hart County, KY",2014,,"7,817","7,323",494,6.3
CN2110100000000,21,101,"Henderson County, KY",2014,,"21,647","20,329","1,318",6.1
CN2110300000000,21,103,"Henry County, KY",2014,,"7,641","7,200",441,5.8
CN2110500000000,21,105,"Hickman County, KY",2014,,"2,129","1,996",133,6.2
CN2110700000000,21,107,"Hopkins County, KY",2014,,"20,415","19,096","1,319",6.5
CN2110900000000,21,109,"Jackson County, KY",2014,,"4,582","4,056",526,11.5
CN2111100000000,21,111,"Jefferson County, KY",2014,,"377,404","354,598","22,806",6
CN2111300000000,21,113,"Jessamine County, KY",2014,,"24,907","23,599","1,308",5.3
CN2111500000000,21,115,"Johnson County, KY",2014,,"8,052","7,309",743,9.2
CN2111700000000,21,117,"Kenton County, KY",2014,,"83,118","78,501","4,617",5.6
CN2111900000000,21,119,"Knott County, KY",2014,,"5,134","4,562",572,11.1
CN2112100000000,21,121,"Knox County, KY",2014,,"10,119","9,112","1,007",10
CN2112300000000,21,123,"Larue County, KY",2014,,"5,764","5,385",379,6.6
CN2112500000000,21,125,"Laurel County, KY",2014,,"24,125","22,284","1,841",7.6
CN2112700000000,21,127,"Lawrence County, KY",2014,,"5,275","4,769",506,9.6
CN2112900000000,21,129,"Lee County, KY",2014,,"2,313","2,088",225,9.7
CN2113100000000,21,131,"Leslie County, KY",2014,,"3,175","2,766",409,12.9
CN2113300000000,21,133,"Letcher County, KY",2014,,"7,246","6,350",896,12.4
CN2113500000000,21,135,"Lewis County, KY",2014,,"5,171","4,672",499,9.6
CN2113700000000,21,137,"Lincoln County, KY",2014,,"9,329","8,503",826,8.9
CN2113900000000,21,139,"Livingston County, KY",2014,,"3,760","3,450",310,8.2
CN2114100000000,21,141,"Logan County, KY",2014,,"11,919","11,244",675,5.7
CN2114300000000,21,143,"Lyon County, KY",2014,,"2,979","2,772",207,6.9
CN2114500000000,21,145,"McCracken County, KY",2014,,"29,477","27,409","2,068",7
CN2114700000000,21,147,"McCreary County, KY",2014,,"5,045","4,512",533,10.6
CN2114900000000,21,149,"McLean County, KY",2014,,"4,315","4,040",275,6.4
CN2115100000000,21,151,"Madison County, KY",2014,,"45,302","42,844","2,458",5.4
CN2115300000000,21,153,"Magoffin County, KY",2014,,"3,725","3,204",521,14
CN2115500000000,21,155,"Marion County, KY",2014,,"9,190","8,602",588,6.4
CN2115700000000,21,157,"Marshall County, KY",2014,,"14,958","13,949","1,009",6.7
CN2115900000000,21,159,"Martin County, KY",2014,,"3,436","3,123",313,9.1
CN2116100000000,21,161,"Mason County, KY",2014,,"7,739","7,128",611,7.9
CN2116300000000,21,163,"Meade County, KY",2014,,"12,121","11,264",857,7.1
CN2116500000000,21,165,"Menifee County, KY",2014,,"2,357","2,125",232,9.8
CN2116700000000,21,167,"Mercer County, KY",2014,,"9,897","9,285",612,6.2
CN2116900000000,21,169,"Metcalfe County, KY",2014,,"4,130","3,879",251,6.1
CN2117100000000,21,171,"Monroe County, KY",2014,,"4,601","4,346",255,5.5
CN2117300000000,21,173,"Montgomery County, KY",2014,,"11,754","10,876",878,7.5
CN2117500000000,21,175,"Morgan County, KY",2014,,"4,794","4,342",452,9.4
CN2117700000000,21,177,"Muhlenberg County, KY",2014,,"12,364","11,419",945,7.6
CN2117900000000,21,179,"Nelson County, KY",2014,,"21,303","19,999","1,304",6.1
CN2118100000000,21,181,"Nicholas County, KY",2014,,"3,452","3,184",268,7.8
CN2118300000000,21,183,"Ohio County, KY",2014,,"9,515","8,786",729,7.7
CN2118500000000,21,185,"Oldham County, KY",2014,,"30,264","28,827","1,437",4.7
CN2118700000000,21,187,"Owen County, KY",2014,,"5,523","5,246",277,5
CN2118900000000,21,189,"Owsley County, KY",2014,,"1,178","1,055",123,10.4
CN2119100000000,21,191,"Pendleton County, KY",2014,,"6,761","6,309",452,6.7
CN2119300000000,21,193,"Perry County, KY",2014,,"9,537","8,552",985,10.3
CN2119500000000,21,195,"Pike County, KY",2014,,"21,996","19,680","2,316",10.5
CN2119700000000,21,197,"Powell County, KY",2014,,"4,971","4,549",422,8.5
CN2119900000000,21,199,"Pulaski County, KY",2014,,"26,277","24,344","1,933",7.4
CN2120100000000,21,201,"Robertson County, KY",2014,,809,746,63,7.8
CN2120300000000,21,203,"Rockcastle County, KY",2014,,"6,886","6,365",521,7.6
CN2120500000000,21,205,"Rowan County, KY",2014,,"10,552","9,816",736,7
CN2120700000000,21,207,"Russell County, KY",2014,,"6,583","5,909",674,10.2
CN2120900000000,21,209,"Scott County, KY",2014,,"26,484","25,189","1,295",4.9
CN2121100000000,21,211,"Shelby County, KY",2014,,"22,496","21,381","1,115",5
CN2121300000000,21,213,"Simpson County, KY",2014,,"8,489","7,987",502,5.9
CN2121500000000,21,215,"Spencer County, KY",2014,,"9,157","8,672",485,5.3
CN2121700000000,21,217,"Taylor County, KY",2014,,"11,275","10,404",871,7.7
CN2121900000000,21,219,"Todd County, KY",2014,,"5,460","5,163",297,5.4
CN2122100000000,21,221,"Trigg County, KY",2014,,"5,716","5,311",405,7.1
CN2122300000000,21,223,"Trimble County, KY",2014,,"3,875","3,593",282,7.3
CN2122500000000,21,225,"Union County, KY",2014,,"6,757","6,323",434,6.4
CN2122700000000,21,227,"Warren County, KY",2014,,"59,363","56,057","3,306",5.6
CN2122900000000,21,229,"Washington County, KY",2014,,"6,124","5,790",334,5.5
CN2123100000000,21,231,"Wayne County, KY",2014,,"7,257","6,553",704,9.7
CN2123300000000,21,233,"Webster County, KY",2014,,"6,288","5,945",343,5.5
CN2123500000000,21,235,"Whitley County, KY",2014,,"13,403","12,231","1,172",8.7
CN2123700000000,21,237,"Wolfe County, KY",2014,,"2,056","1,824",232,11.3
CN2123900000000,21,239,"Woodford County, KY",2014,,"14,236","13,599",637,4.5
CN2200100000000,22,1,"Acadia Parish, LA",2014,,"26,747","25,201","1,546",5.8
CN2200300000000,22,3,"Allen Parish, LA",2014,,"8,930","8,284",646,7.2
CN2200500000000,22,5,"Ascension Parish, LA",2014,,"59,882","56,676","3,206",5.4
CN2200700000000,22,7,"Assumption Parish, LA",2014,,"10,097","9,317",780,7.7
CN2200900000000,22,9,"Avoyelles Parish, LA",2014,,"16,183","15,008","1,175",7.3
CN2201100000000,22,11,"Beauregard Parish, LA",2014,,"14,968","13,956","1,012",6.8
CN2201300000000,22,13,"Bienville Parish, LA",2014,,"5,954","5,481",473,7.9
CN2201500000000,22,15,"Bossier Parish, LA",2014,,"58,353","54,992","3,361",5.8
CN2201700000000,22,17,"Caddo Parish, LA",2014,,"111,489","103,164","8,325",7.5
CN2201900000000,22,19,"Calcasieu Parish, LA",2014,,"94,867","89,241","5,626",5.9
CN2202100000000,22,21,"Caldwell Parish, LA",2014,,"4,085","3,766",319,7.8
CN2202300000000,22,23,"Cameron Parish, LA",2014,,"3,455","3,283",172,5
CN2202500000000,22,25,"Catahoula Parish, LA",2014,,"3,857","3,545",312,8.1
CN2202700000000,22,27,"Claiborne Parish, LA",2014,,"6,374","5,896",478,7.5
CN2202900000000,22,29,"Concordia Parish, LA",2014,,"7,785","7,111",674,8.7
CN2203100000000,22,31,"De Soto Parish, LA",2014,,"11,166","10,253",913,8.2
CN2203300000000,22,33,"East Baton Rouge Parish, LA",2014,,"232,863","219,417","13,446",5.8
CN2203500000000,22,35,"East Carroll Parish, LA",2014,,"2,231","1,904",327,14.7
CN2203700000000,22,37,"East Feliciana Parish, LA",2014,,"8,219","7,686",533,6.5
CN2203900000000,22,39,"Evangeline Parish, LA",2014,,"13,174","12,281",893,6.8
CN2204100000000,22,41,"Franklin Parish, LA",2014,,"7,622","6,900",722,9.5
CN2204300000000,22,43,"Grant Parish, LA",2014,,"8,441","7,837",604,7.2
CN2204500000000,22,45,"Iberia Parish, LA",2014,,"32,683","30,608","2,075",6.3
CN2204700000000,22,47,"Iberville Parish, LA",2014,,"14,423","13,288","1,135",7.9
CN2204900000000,22,49,"Jackson Parish, LA",2014,,"7,184","6,755",429,6
CN2205100000000,22,51,"Jefferson Parish, LA",2014,,"218,848","205,682","13,166",6
CN2205300000000,22,53,"Jefferson Davis Parish, LA",2014,,"13,618","12,815",803,5.9
CN2205500000000,22,55,"Lafayette Parish, LA",2014,,"122,858","116,791","6,067",4.9
CN2205700000000,22,57,"Lafourche Parish, LA",2014,,"48,651","46,307","2,344",4.8
CN2205900000000,22,59,"LaSalle Parish, LA",2014,,"6,654","6,306",348,5.2
CN2206100000000,22,61,"Lincoln Parish, LA",2014,,"19,752","18,179","1,573",8
CN2206300000000,22,63,"Livingston Parish, LA",2014,,"66,813","63,120","3,693",5.5
CN2206500000000,22,65,"Madison Parish, LA",2014,,"3,937","3,501",436,11.1
CN2206700000000,22,67,"Morehouse Parish, LA",2014,,"11,205","9,942","1,263",11.3
CN2206900000000,22,69,"Natchitoches Parish, LA",2014,,"16,343","15,020","1,323",8.1
CN2207100000000,22,71,"Orleans Parish, LA",2014,,"179,709","167,179","12,530",7
CN2207300000000,22,73,"Ouachita Parish, LA",2014,,"72,248","67,177","5,071",7
CN2207500000000,22,75,"Plaquemines Parish, LA",2014,,"10,273","9,686",587,5.7
CN2207700000000,22,77,"Pointe Coupee Parish, LA",2014,,"10,141","9,424",717,7.1
CN2207900000000,22,79,"Rapides Parish, LA",2014,,"58,240","54,334","3,906",6.7
CN2208100000000,22,81,"Red River Parish, LA",2014,,"4,004","3,714",290,7.2
CN2208300000000,22,83,"Richland Parish, LA",2014,,"8,754","7,990",764,8.7
CN2208500000000,22,85,"Sabine Parish, LA",2014,,"9,229","8,621",608,6.6
CN2208700000000,22,87,"St. Bernard Parish, LA",2014,,"19,293","17,951","1,342",7
CN2208900000000,22,89,"St. Charles Parish, LA",2014,,"25,572","24,011","1,561",6.1
CN2209100000000,22,91,"St. Helena Parish, LA",2014,,"4,551","4,093",458,10.1
CN2209300000000,22,93,"St. James Parish, LA",2014,,"9,805","8,958",847,8.6
CN2209500000000,22,95,"St. John the Baptist Parish, LA",2014,,"20,446","18,815","1,631",8
CN2209700000000,22,97,"St. Landry Parish, LA",2014,,"34,274","31,644","2,630",7.7
CN2209900000000,22,99,"St. Martin Parish, LA",2014,,"24,759","23,330","1,429",5.8
CN2210100000000,22,101,"St. Mary Parish, LA",2014,,"25,421","23,819","1,602",6.3
CN2210300000000,22,103,"St. Tammany Parish, LA",2014,,"115,389","108,826","6,563",5.7
CN2210500000000,22,105,"Tangipahoa Parish, LA",2014,,"53,947","49,821","4,126",7.6
CN2210700000000,22,107,"Tensas Parish, LA",2014,,"1,792","1,622",170,9.5
CN2210900000000,22,109,"Terrebonne Parish, LA",2014,,"54,862","52,191","2,671",4.9
CN2211100000000,22,111,"Union Parish, LA",2014,,"9,406","8,697",709,7.5
CN2211300000000,22,113,"Vermilion Parish, LA",2014,,"26,616","25,124","1,492",5.6
CN2211500000000,22,115,"Vernon Parish, LA",2014,,"17,511","16,013","1,498",8.6
CN2211700000000,22,117,"Washington Parish, LA",2014,,"17,027","15,680","1,347",7.9
CN2211900000000,22,119,"Webster Parish, LA",2014,,"15,732","14,357","1,375",8.7
CN2212100000000,22,121,"West Baton Rouge Parish, LA",2014,,"12,928","12,174",754,5.8
CN2212300000000,22,123,"West Carroll Parish, LA",2014,,"4,259","3,702",557,13.1
CN2212500000000,22,125,"West Feliciana Parish, LA",2014,,"5,379","5,071",308,5.7
CN2212700000000,22,127,"Winn Parish, LA",2014,,"5,470","5,059",411,7.5
CN2300100000000,23,1,"Androscoggin County, ME",2014,,"55,915","52,876","3,039",5.4
CN2300300000000,23,3,"Aroostook County, ME",2014,,"32,938","30,449","2,489",7.6
CN2300500000000,23,5,"Cumberland County, ME",2014,,"159,146","152,181","6,965",4.4
CN2300700000000,23,7,"Franklin County, ME",2014,,"14,998","14,018",980,6.5
CN2300900000000,23,9,"Hancock County, ME",2014,,"29,781","27,726","2,055",6.9
CN2301100000000,23,11,"Kennebec County, ME",2014,,"63,303","59,922","3,381",5.3
CN2301300000000,23,13,"Knox County, ME",2014,,"20,653","19,594","1,059",5.1
CN2301500000000,23,15,"Lincoln County, ME",2014,,"17,200","16,188","1,012",5.9
CN2301700000000,23,17,"Oxford County, ME",2014,,"27,371","25,464","1,907",7
CN2301900000000,23,19,"Penobscot County, ME",2014,,"79,010","74,157","4,853",6.1
CN2302100000000,23,21,"Piscataquis County, ME",2014,,"7,712","7,143",569,7.4
CN2302300000000,23,23,"Sagadahoc County, ME",2014,,"19,047","18,174",873,4.6
CN2302500000000,23,25,"Somerset County, ME",2014,,"24,316","22,407","1,909",7.9
CN2302700000000,23,27,"Waldo County, ME",2014,,"20,807","19,553","1,254",6
CN2302900000000,23,29,"Washington County, ME",2014,,"14,453","13,258","1,195",8.3
CN2303100000000,23,31,"York County, ME",2014,,"109,920","104,192","5,728",5.2
CN2400100000000,24,1,"Allegany County, MD",2014,,"33,290","30,769","2,521",7.6
CN2400300000000,24,3,"Anne Arundel County, MD",2014,,"297,702","282,626","15,076",5.1
CN2400500000000,24,5,"Baltimore County, MD",2014,,"441,907","414,927","26,980",6.1
CN2400900000000,24,9,"Calvert County, MD",2014,,"47,256","44,744","2,512",5.3
CN2401100000000,24,11,"Caroline County, MD",2014,,"17,425","16,336","1,089",6.2
CN2401300000000,24,13,"Carroll County, MD",2014,,"92,649","88,204","4,445",4.8
CN2401500000000,24,15,"Cecil County, MD",2014,,"52,476","49,024","3,452",6.6
CN2401700000000,24,17,"Charles County, MD",2014,,"80,206","75,607","4,599",5.7
CN2401900000000,24,19,"Dorchester County, MD",2014,,"15,797","14,473","1,324",8.4
CN2402100000000,24,21,"Frederick County, MD",2014,,"128,137","121,669","6,468",5
CN2402300000000,24,23,"Garrett County, MD",2014,,"15,550","14,443","1,107",7.1
CN2402500000000,24,25,"Harford County, MD",2014,,"135,359","127,677","7,682",5.7
CN2402700000000,24,27,"Howard County, MD",2014,,"173,526","166,033","7,493",4.3
CN2402900000000,24,29,"Kent County, MD",2014,,"10,354","9,690",664,6.4
CN2403100000000,24,31,"Montgomery County, MD",2014,,"544,718","520,811","23,907",4.4
CN2403300000000,24,33,"Prince George's County, MD",2014,,"486,606","457,227","29,379",6
CN2403500000000,24,35,"Queen Anne's County, MD",2014,,"26,387","25,045","1,342",5.1
CN2403700000000,24,37,"St. Mary's County, MD",2014,,"54,113","51,211","2,902",5.4
CN2403900000000,24,39,"Somerset County, MD",2014,,"9,282","8,406",876,9.4
CN2404100000000,24,41,"Talbot County, MD",2014,,"19,139","18,093","1,046",5.5
CN2404300000000,24,43,"Washington County, MD",2014,,"76,455","71,513","4,942",6.5
CN2404500000000,24,45,"Wicomico County, MD",2014,,"50,085","46,220","3,865",7.7
CN2404700000000,24,47,"Worcester County, MD",2014,,"25,666","22,717","2,949",11.5
CN2451000000000,24,510,"Baltimore city, MD",2014,,"294,209","269,052","25,157",8.6
CN2500100000000,25,1,"Barnstable County, MA",2014,,"111,511","103,614","7,897",7.1
CN2500300000000,25,3,"Berkshire County, MA",2014,,"65,919","61,621","4,298",6.5
CN2500500000000,25,5,"Bristol County, MA",2014,,"287,857","266,906","20,951",7.3
CN2500700000000,25,7,"Dukes County, MA",2014,,"9,430","8,680",750,8
CN2500900000000,25,9,"Essex County, MA",2014,,"403,703","379,723","23,980",5.9
CN2501100000000,25,11,"Franklin County, MA",2014,,"39,380","37,316","2,064",5.2
CN2501300000000,25,13,"Hampden County, MA",2014,,"221,871","204,534","17,337",7.8
CN2501500000000,25,15,"Hampshire County, MA",2014,,"86,533","82,180","4,353",5
CN2501700000000,25,17,"Middlesex County, MA",2014,,"852,295","812,637","39,658",4.7
CN2501900000000,25,19,"Nantucket County/town, MA",2014,,"6,933","6,506",427,6.2
CN2502100000000,25,21,"Norfolk County, MA",2014,,"366,098","347,792","18,306",5
CN2502300000000,25,23,"Plymouth County, MA",2014,,"266,405","250,265","16,140",6.1
CN2502500000000,25,25,"Suffolk County, MA",2014,,"413,931","391,952","21,979",5.3
CN2502700000000,25,27,"Worcester County, MA",2014,,"425,497","399,415","26,082",6.1
CN2600100000000,26,1,"Alcona County, MI",2014,,"3,845","3,437",408,10.6
CN2600300000000,26,3,"Alger County, MI",2014,,"3,331","2,985",346,10.4
CN2600500000000,26,5,"Allegan County, MI",2014,,"60,033","56,765","3,268",5.4
CN2600700000000,26,7,"Alpena County, MI",2014,,"13,605","12,517","1,088",8
CN2600900000000,26,9,"Antrim County, MI",2014,,"10,113","9,153",960,9.5
CN2601100000000,26,11,"Arenac County, MI",2014,,"6,425","5,715",710,11.1
CN2601300000000,26,13,"Baraga County, MI",2014,,"3,481","3,090",391,11.2
CN2601500000000,26,15,"Barry County, MI",2014,,"30,094","28,466","1,628",5.4
CN2601700000000,26,17,"Bay County, MI",2014,,"53,374","49,530","3,844",7.2
CN2601900000000,26,19,"Benzie County, MI",2014,,"8,766","8,007",759,8.7
CN2602100000000,26,21,"Berrien County, MI",2014,,"73,763","68,757","5,006",6.8
CN2602300000000,26,23,"Branch County, MI",2014,,"19,378","18,090","1,288",6.6
CN2602500000000,26,25,"Calhoun County, MI",2014,,"64,387","60,306","4,081",6.3
CN2602700000000,26,27,"Cass County, MI",2014,,"23,946","22,334","1,612",6.7
CN2602900000000,26,29,"Charlevoix County, MI",2014,,"13,155","12,085","1,070",8.1
CN2603100000000,26,31,"Cheboygan County, MI",2014,,"10,721","9,575","1,146",10.7
CN2603300000000,26,33,"Chippewa County, MI",2014,,"16,955","15,346","1,609",9.5
CN2603500000000,26,35,"Clare County, MI",2014,,"11,974","10,797","1,177",9.8
